id_leitura;data_leitura;id_sensor;tipo_equipamento;temp_ambiente;temp_processo;rotacao_rpm;pressao_hidraulica_bar;vibracao_acumulada;status_falha;alerta_fadiga_material;alerta_sobreaquecimento;alerta_pressao_critica;alerta_sobrecarga_eixo;alerta_falha_eletronica;observacoes_operador
4118;20/06/2024 12:59;L51297;L;3019;3105;13400;557;204;1;0;0;0;1;0;
4119;20/06/2024 13:59;L51298;L;3020;3106;13660;477;206;0;0;0;0;0;0;
4120;20/06/2024 14:59;L51299;L;3021;3107;13250;451;208;1;0;10;0;0;0;
4121;20/06/2024 15:59;M18980;M;3021;3107;13760;463;210;1;0;10;0;0;0;
4122;20/06/2024 16:59;M18981;M;3021;3107;13640;478;213;1;0;10;0;0;0;
4123;20/06/2024 17:59;L51302;L;3022;3106;14620;436;0;0;0;0;0;0;0;
4124;20/06/2024 18:59;M18983;M;3021;3106;15170;389;2;0;0;0;0;0;0;
4125;20/06/2024 19:59;L51304;L;3021;3106;13850;536;5;0;0;0;0;0;0;
4126;20/06/2024 20:59;L51305;L;3021;3106;14390;400;7;0;0;0;0;0;0;
4127;20/06/2024 21:59;M18986;M;3020;3106;16230;343;9;0;0;0;0;0;0;
4128;20/06/2024 22:59;H33541;H;3020;3106;14380;432;12;0;0;0;0;0;0;Verificar vibração
4129;20/06/2024 23:59;L51308;L;3019;3104;17080;248;17;0;0;0;0;0;0;
4130;21/06/2024 00:59;M18989;M;3018;3103;16660;;19;0;0;0;0;0;0;
4131;21/06/2024 01:59;L51310;L;3019;3104;12860;628;22;1;0;10;0;0;0;
4132;21/06/2024 02:59;L51311;L;3019;3103;14850;463;24;0;0;0;0;0;0;
4133;21/06/2024 03:59;M18992;M;3018;3103;14090;525;26;0;0;0;0;0;0;
4134;21/06/2024 04:59;L51313;L;3018;3103;17650;273;29;0;0;0;0;0;0;
4135;21/06/2024 05:59;L51314;L;3018;3103;16880;288;31;0;0;0;0;0;0;
4136;21/06/2024 06:59;M18995;M;3017;3103;17870;;33;0;0;0;0;0;0;
4137;21/06/2024 07:59;L51316;low;3017;3101;14870;480;36;0;0;0;0;0;0;
4138;21/06/2024 08:59;L51317;L;3017;3101;13840;505;38;0;0;0;0;0;0;
4139;21/06/2024 09:59;L51318;L;3017;3102;13110;574;40;1;0;10;0;0;0;
4140;21/06/2024 10:59;H33553;H;3017;3102;16200;308;42;0;0;0;0;0;0;
4141;21/06/2024 11:59;L51320;L;3017;3102;13310;612;47;1;0;10;0;0;0;
4142;21/06/2024 12:59;H33555;H;3017;3101;14620;383;49;0;0;0;0;0;0;
4143;21/06/2024 13:59;L51322;L;3017;3101;14240;502;54;0;0;0;0;0;0;
4144;21/06/2024 14:59;L51323;L;3017;3101;15000;396;56;0;0;0;0;0;0;
4145;21/06/2024 15:59;L51324;L;3018;3101;17380;280;58;0;0;0;0;0;0;
4146;21/06/2024 16:59;M19005;M;3018;3103;14650;465;60;0;0;0;0;0;0;
4147;21/06/2024 17:59;L51326;L;3018;3103;14820;414;63;0;0;0;0;0;0;
4148;21/06/2024 18:59;L51327;L;3019;3103;13980;440;65;0;0;0;0;0;0;Verificar vibração
4149;21/06/2024 19:59;L51328;L;3019;3103;19720;213;67;0;0;0;0;0;0;
4150;21/06/2024 20:59;L51329;L;3019;3104;16030;376;69;0;0;0;0;0;0;
4151;21/06/2024 21:59;L51330;L;3019;3104;16100;348;71;0;0;0;0;0;0;
4152;21/06/2024 22:59;M19011;M;3019;3104;13730;;73;1;0;10;0;0;0;
4153;21/06/2024 23:59;M19012;M;3020;3105;14250;447;76;0;0;0;0;0;0;
4154;22/06/2024 00:59;M19013;M;3020;3104;12120;556;79;1;0;10;0;0;0;
4155;22/06/2024 01:59;M19014;M;3020;3104;18280;263;82;0;0;0;0;0;0;
4156;22/06/2024 02:59;L51335;L;3020;3105;13700;;85;1;0;10;0;0;0;
4157;22/06/2024 03:59;M19016;M;3020;3105;18230;251;87;0;0;0;0;0;0;
4158;22/06/2024 04:59;L51337;L;3020;3105;12630;606;90;1;0;10;0;0;0;
4159;22/06/2024 05:59;L51338;L;3019;3104;18890;215;92;0;0;0;0;0;0;
4160;22/06/2024 06:59;M19019;M;3020;3105;16390;329;94;0;0;0;0;0;0;
4161;22/06/2024 07:59;M19020;M;3020;3104;16080;331;97;0;0;0;0;0;0;
4162;22/06/2024 08:59;H33575;H;3019;3103;16530;324;100;0;0;0;0;0;0;
4163;22/06/2024 09:59;L51342;L;3020;3104;15910;298;105;0;0;0;0;0;0;
4164;22/06/2024 10:59;L51343;L;3021;3105;16960;309;107;0;0;0;0;0;0;Verificar vibração
4165;22/06/2024 11:59;L51344;L;3022;3106;13460;475;109;1;0;10;0;0;0;
4166;22/06/2024 12:59;M19025;M;3022;3105;15070;404;111;0;0;0;0;0;0;
4167;22/06/2024 13:59;H33580;H;3023;3106;15250;487;114;0;;0;0;0;0;
4168;22/06/2024 14:59;M19027;M;3023;3107;15590;339;119;0;0;0;0;0;0;
4169;22/06/2024 15:59;L51348;L;3022;3106;16320;305;122;0;0;0;0;0;0;
4170;22/06/2024 16:59;L51349;L;3021;3105;15590;360;124;0;0;0;0;0;0;
4171;22/06/2024 17:59;M19030;M;3022;3106;13550;515;126;1;0;10;0;0;0;
4172;22/06/2024 18:59;M19031;M;3022;3105;18320;237;129;0;0;0;0;0;0;
4173;22/06/2024 19:59;L51352;L;3022;3106;13860;500;132;0;0;0;0;0;0;
4174;22/06/2024 20:59;M19033;M;3022;3106;13460;492;134;1;0;10;0;0;0;
4175;22/06/2024 21:59;L51354;L;3023;3107;14990;378;137;0;0;0;0;0;0;
4176;22/06/2024 22:59;L51355;L;3023;3107;16120;334;139;0;0;0;0;0;0;
4177;22/06/2024 23:59;M19036;M;3023;3107;15440;397;141;0;0;0;;0;0;
4178;23/06/2024 00:59;L51357;L;3025;3109;14770;392;144;0;0;0;0;0;0;
4179;23/06/2024 01:59;L51358;L;3025;3109;16240;344;146;0;0;0;0;0;0;
4180;23/06/2024 02:59;L51359;L;3024;3109;13490;461;148;1;0;10;0;0;0;
4181;23/06/2024 03:59;L51360;L;3024;3108;16860;288;150;0;0;0;0;0;0;
4182;23/06/2024 04:59;M19041;M;3024;3107;15210;404;152;0;0;0;0;0;0;
4183;23/06/2024 05:59;L51362;L;3024;3107;13620;548;155;1;0;10;0;0;0;
4184;23/06/2024 06:59;L51363;L;3023;3107;14020;509;157;0;0;0;0;0;0;
4185;23/06/2024 07:59;L51364;L;3022;3106;13340;532;159;1;0;10;0;0;0;
4186;23/06/2024 08:59;L51365;L;3022;3106;13480;484;161;1;0;10;0;0;0;
4187;23/06/2024 09:59;M19046;M;3022;3106;15700;346;163;0;0;0;0;0;0;Verificar vibração
4188;23/06/2024 10:59;M19047;medium;3022;3107;16010;330;166;0;0;0;0;0;0;
4189;23/06/2024 11:59;M19048;M;3023;3108;16110;318;169;0;0;0;0;0;0;
4190;23/06/2024 12:59;L51369;L;3024;3109;15600;318;172;0;0;0;0;0;0;
4191;23/06/2024 13:59;H33604;H;3024;3109;14440;407;174;0;0;0;0;0;0;
4192;23/06/2024 14:59;L51371;L;3024;3110;13170;594;179;0;0;0;0;0;0;
4193;23/06/2024 15:59;M19052;M;3025;3110;14630;431;181;0;0;0;0;0;0;
4194;23/06/2024 16:59;L51373;L;3024;3111;16340;342;184;0;0;0;0;0;0;
4195;23/06/2024 17:59;L51374;L;3024;3110;14230;462;186;0;0;0;0;0;0;
4196;23/06/2024 18:59;L51375;L;3025;3110;15480;384;188;0;0;0;0;0;0;
4197;23/06/2024 19:59;M19056;M;3025;3110;15630;;190;0;0;0;0;0;0;
4198;23/06/2024 20:59;L51377;L;3024;3110;15730;365;193;0;0;0;0;0;0;
4199;23/06/2024 21:59;M19058;M;3024;3111;14320;445;195;0;0;0;0;0;0;
4200;23/06/2024 22:59;M19059;M;3025;3111;16380;320;198;0;0;0;0;0;0;
4201;23/06/2024 23:59;L51380;L;3025;3111;15710;342;201;0;0;0;0;0;0;
4202;24/06/2024 00:59;L51381;L;3024;3110;22110;154;203;0;0;0;0;0;0;
4203;24/06/2024 01:59;L51382;L;3024;3110;15550;406;205;0;0;0;0;0;0;
4204;24/06/2024 02:59;M19063;M;3023;3109;15580;319;207;0;0;0;0;0;0;
4205;24/06/2024 03:59;M19064;M;3023;3109;15230;432;210;0;0;0;0;0;0;
4206;24/06/2024 04:59;L51385;L;3023;3108;17230;263;213;0;0;0;0;0;0;
4207;24/06/2024 05:59;M19066;M;3023;3108;17210;284;215;0;0;0;0;0;0;
4208;24/06/2024 06:59;M19067;M;3023;3109;17100;304;218;1;10;0;0;0;0;
4209;24/06/2024 07:59;M19068;M;3023;3109;16270;323;0;0;0;0;0;0;0;
4210;24/06/2024 08:59;M19069;M;3022;3108;14220;470;3;0;0;0;0;0;0;
4211;24/06/2024 09:59;L51390;L;3021;3108;15650;353;6;0;0;0;0;0;0;
4212;24/06/2024 10:59;L51391;L;3021;3107;13140;528;8;1;0;10;0;0;0;
4213;24/06/2024 11:59;M19072;M;3020;3106;13920;605;10;0;0;0;0;0;0;
4214;24/06/2024 12:59;L51393;L;3021;3107;14650;407;13;0;0;0;0;0;0;
4215;24/06/2024 13:59;L51394;L;3019;3106;15730;366;15;0;0;0;0;0;0;
4216;24/06/2024 14:59;M19075;M;3020;3107;21570;178;17;0;0;0;0;0;0;
4217;24/06/2024 15:59;L51396;L;3019;3107;13700;;20;0;0;0;0;0;0;
4218;24/06/2024 16:59;L51397;L;3019;3106;14620;388;22;0;0;0;0;0;0;
4219;24/06/2024 17:59;M19078;M;3020;3106;14790;405;24;0;0;0;0;0;0;
4220;24/06/2024 18:59;L51399;L;3019;3107;17170;268;27;0;0;0;0;0;0;
4221;24/06/2024 19:59;M19080;M;3019;3106;12600;659;29;0;0;0;0;0;0;
4222;24/06/2024 20:59;L51401;L;3019;3106;14670;393;32;0;0;0;0;0;0;
4223;24/06/2024 21:59;M19082;M;3020;3106;15350;386;34;0;0;0;0;0;0;
4224;24/06/2024 22:59;L51403;L;3020;3107;16570;319;37;0;0;0;0;0;0;
4225;24/06/2024 23:59;L51404;L;3020;3107;16980;281;39;0;0;0;0;0;0;
4226;25/06/2024 00:59;L51405;L;3021;3107;13590;493;41;1;0;10;0;0;0;
4227;25/06/2024 01:59;L51406;L;3021;3108;15960;371;43;0;0;0;0;0;0;
4228;25/06/2024 02:59;L51407;L;3022;3108;13830;469;45;0;0;0;0;0;0;
4229;25/06/2024 03:59;L51408;L;3022;3108;22030;166;47;0;0;0;0;0;0;
4230;25/06/2024 04:59;M19089;M;3022;3108;14080;468;49;0;0;0;0;0;0;Verificar vibração
4231;25/06/2024 05:59;L51410;L;3022;3108;16730;329;52;0;0;0;0;0;0;
4232;25/06/2024 06:59;L51411;L;3022;3108;13400;478;54;0;0;0;0;0;0;
4233;25/06/2024 07:59;L51412;L;3022;3109;14520;423;56;0;0;0;0;0;0;
4234;25/06/2024 08:59;M19093;M;3022;3109;13020;534;58;0;0;0;0;0;0;
4235;25/06/2024 09:59;H33648;H;3022;3109;15220;;61;0;0;0;0;0;0;
4236;25/06/2024 10:59;L51415;low;3022;3108;14380;414;66;0;0;0;0;0;0;
4237;25/06/2024 11:59;L51416;L;3022;3109;16040;405;68;0;0;0;0;0;0;
4238;25/06/2024 12:59;L51417;L;3022;3110;18320;232;70;0;0;0;0;0;0;
4239;25/06/2024 13:59;M19098;M;3023;3110;15210;348;72;0;0;0;0;0;0;
4240;25/06/2024 14:59;L51419;L;3023;3110;14460;376;75;0;0;0;0;0;0;
4241;25/06/2024 15:59;L51420;L;3024;3111;19050;209;77;0;0;0;0;0;0;
4242;25/06/2024 16:59;L51421;L;3024;3110;14750;479;79;0;0;0;0;0;0;
4243;25/06/2024 17:59;L51422;L;3024;3110;14620;485;81;0;0;0;0;0;0;
4244;25/06/2024 18:59;M19103;M;3024;3109;14350;423;83;0;0;0;0;0;0;
4245;25/06/2024 19:59;L51424;L;3024;3109;14690;396;86;0;0;0;0;0;0;
4246;25/06/2024 20:59;M19105;M;3026;3111;15200;430;88;0;0;0;0;0;0;
4247;25/06/2024 21:59;L51426;L;3026;3110;15370;355;91;0;0;0;0;0;0;
4248;25/06/2024 22:59;L51427;L;3026;3110;13690;600;93;1;0;10;0;0;0;
4249;25/06/2024 23:59;L51428;L;3026;3110;15060;372;95;0;0;0;0;0;0;
4250;26/06/2024 00:59;L51429;L;3025;3109;13300;569;97;1;0;10;0;0;0;
4251;26/06/2024 01:59;L51430;L;3026;3110;16600;380;99;0;0;0;0;0;0;
4252;26/06/2024 02:59;H33665;H;3025;3109;13560;555;101;1;0;10;0;0;0;
4253;26/06/2024 03:59;H33666;H;3026;3110;14380;510;106;0;0;0;0;0;0;
4254;26/06/2024 04:59;M19113;M;3026;3110;13290;486;111;1;0;10;0;0;0;
4255;26/06/2024 05:59;L51434;L;3026;3110;12840;680;114;1;0;10;10;0;0;
4256;26/06/2024 06:59;M19115;M;3025;3110;13870;521;116;0;0;0;0;0;0;
4257;26/06/2024 07:59;M19116;M;3026;3110;15910;339;119;0;0;0;0;0;0;
4258;26/06/2024 08:59;M19117;M;302,6;3110;15890;390;122;0;0;0;0;0;0;
4259;26/06/2024 09:59;M19118;M;3027;3111;12970;607;125;1;0;10;0;0;0;
4260;26/06/2024 10:59;L51439;L;3027;3112;15450;351;128;0;0;0;0;0;0;
4261;26/06/2024 11:59;H33674;H;3027;3111;14180;434;130;0;0;0;0;0;0;
4262;26/06/2024 12:59;L51441;L;3027;3111;17300;281;135;0;0;0;0;0;0;
4263;26/06/2024 13:59;L51442;L;3026;3110;20010;207;137;0;0;0;0;0;0;
4264;26/06/2024 14:59;L51443;L;3026;3110;16200;362;139;0;0;0;0;0;0;
4265;26/06/2024 15:59;M19124;M;3026;3110;15420;397;141;0;0;0;0;0;0;
4266;26/06/2024 16:59;L51445;L;3026;3110;14240;380;144;0;0;0;0;0;0;
4267;26/06/2024 17:59;L51446;L;3027;3111;14400;395;146;0;0;0;0;0;0;
4268;26/06/2024 18:59;L51447;L;3026;3110;15200;428;148;0;0;0;0;0;0;
4269;26/06/2024 19:59;L51448;L;3027;3110;16940;298;150;0;0;0;0;0;0;
4270;26/06/2024 20:59;L51449;L;3026;3110;16100;392;152;0;0;0;0;0;0;
4271;26/06/2024 21:59;L51450;L;3026;3109;13310;520;154;1;0;10;0;0;0;
4272;26/06/2024 22:59;L51451;L;3026;3108;14700;412;156;0;0;0;0;0;0;
4273;26/06/2024 23:59;L51452;L;3025;3108;15770;369;158;0;0;0;0;0;0;
4274;27/06/2024 00:59;L51453;L;3026;3108;14860;364;160;0;0;0;0;0;0;
4275;27/06/2024 01:59;L51454;L;3024;3106;14450;403;162;0;0;0;0;0;0;
4276;27/06/2024 02:59;M19135;M;3024;3105;15000;367;164;0;0;0;0;0;0;
4277;27/06/2024 03:59;M19136;M;3022;3104;14560;475;167;0;0;0;0;0;0;
4278;27/06/2024 04:59;L51457;L;3022;3104;17430;281;170;0;0;0;0;0;0;
4279;27/06/2024 05:59;L51458;L;3020;3101;14090;504;172;0;0;0;0;0;0;
4280;27/06/2024 06:59;L51459;L;3020;3101;13610;454;174;1;0;10;0;0;0;
4281;27/06/2024 07:59;L51460;L;3021;3101;17530;289;176;0;0;0;0;0;0;
4282;27/06/2024 08:59;L51461;L;3020;3100;18320;229;178;0;0;0;0;0;0;
4283;27/06/2024 09:59;L51462;L;3019;3099;13740;485;180;1;0;10;0;0;0;
4284;27/06/2024 10:59;M19143;M;3018;3099;13340;610;182;1;0;10;0;0;0;
4285;27/06/2024 11:59;L51464;L;3018;3100;14930;403;185;0;0;0;0;0;0;
4286;27/06/2024 12:59;L51465;L;3017;3099;13170;490;187;1;0;10;0;0;0;
4287;27/06/2024 13:59;M19146;M;3017;3099;14340;479;189;0;0;0;0;0;0;
4288;27/06/2024 14:59;M19147;M;3017;3099;14570;392;192;0;0;0;0;0;0;
4289;27/06/2024 15:59;M19148;M;3017;3100;13910;506;195;0;0;0;0;0;0;
4290;27/06/2024 16:59;M19149;M;3018;3100;17810;239;198;0;0;0;0;0;0;
4291;27/06/2024 17:59;L51470;L;3018;3100;16420;326;201;0;0;0;0;0;0;
4292;27/06/2024 18:59;L51471;L;3018;3100;20320;190;203;0;0;0;0;0;0;
4293;27/06/2024 19:59;M19152;M;3018;3101;23720;139;205;1;0;0;10;0;0;
4294;27/06/2024 20:59;L51473;L;3018;3100;13930;449;208;0;0;0;0;0;0;
4295;27/06/2024 21:59;M19154;M;3017;3101;17430;273;210;0;0;0;0;0;0;
4296;27/06/2024 22:59;L51475;L;3018;3102;14570;404;213;0;0;0;0;0;0;
4297;27/06/2024 23:59;L51476;L;3018;3102;28250;58;215;1;0;0;10;0;0;
4298;28/06/2024 00:59;M19157;M;3018;3102;16090;342;217;0;0;0;0;0;0;
4299;28/06/2024 01:59;M19158;M;3018;3102;14370;423;0;0;0;0;0;0;0;
4300;28/06/2024 02:59;L51479;L;3017;3101;14020;501;3;0;0;0;0;0;0;
4301;28/06/2024 03:59;M19160;M;3017;3101;16440;346;5;0;0;0;0;0;0;
4302;28/06/2024 04:59;L51481;L;3017;3102;14710;511;8;0;0;0;0;0;0;
4303;28/06/2024 05:59;L51482;L;3017;3101;26950;126;10;0;0;0;0;0;0;
4304;28/06/2024 06:59;L51483;L;3017;3102;14350;481;12;0;0;0;0;0;0;Verificar vibração
4305;28/06/2024 07:59;L51484;L;3016;3101;16940;263;14;0;0;0;0;0;0;
4306;28/06/2024 08:59;L51485;L;3016;3101;16870;266;16;0;0;0;0;0;0;
4307;28/06/2024 09:59;L51486;L;3016;3100;18690;229;18;0;0;0;0;0;0;
4308;28/06/2024 10:59;L51487;L;3014;3099;12590;639;20;1;0;10;0;0;0;
4309;28/06/2024 11:59;H33722;H;3014;3099;14600;472;22;0;0;0;0;0;0;
4310;28/06/2024 12:59;M19169;M;3013;3099;15010;395;27;0;0;0;;0;0;
4311;28/06/2024 13:59;L51490;L;3014;3100;17760;256;30;0;0;0;0;0;0;
4312;28/06/2024 14:59;M19171;M;3015;3101;14680;408;32;0;0;0;0;0;0;
4313;28/06/2024 15:59;L51492;L;3015;3101;14300;465;35;0;0;0;0;0;0;
4314;28/06/2024 16:59;L51493;L;3014;3101;15020;466;37;0;0;0;0;0;0;
4315;28/06/2024 17:59;H33728;H;3014;3101;16230;323;39;0;0;0;0;0;0;
4316;28/06/2024 18:59;M19175;M;3014;3100;16510;298;44;0;0;0;0;0;0;
4317;28/06/2024 19:59;L51496;L;3015;3101;16390;334;47;0;0;0;0;0;0;
4318;28/06/2024 20:59;M19177;M;3015;3100;14170;;49;0;0;0;0;0;0;
4319;28/06/2024 21:59;L51498;L;3015;3101;15410;422;52;0;0;0;0;0;0;
4320;28/06/2024 22:59;M19179;M;3016;3102;14110;451;54;0;0;0;0;0;0;
4321;28/06/2024 23:59;L51500;L;3017;3103;13970;446;57;0;0;0;0;0;0;
4322;29/06/2024 00:59;L51501;L;3017;3102;16860;289;59;0;0;0;0;0;0;
4323;29/06/2024 01:59;M19182;M;3017;3101;14310;440;61;0;0;0;0;0;0;
4324;29/06/2024 02:59;L51503;L;3018;3103;13410;505;64;1;0;10;0;0;0;
4325;29/06/2024 03:59;L51504;L;3017;3102;14860;430;66;0;0;0;0;0;0;
4326;29/06/2024 04:59;L51505;L;3016;3102;13840;571;68;0;0;0;0;0;0;
4327;29/06/2024 05:59;L51506;L;3016;3101;13620;;70;1;0;10;0;0;0;
4328;29/06/2024 06:59;H33741;H;3017;3101;16600;293;72;0;0;0;0;0;0;
4329;29/06/2024 07:59;L51508;L;3016;3101;13260;482;77;1;0;10;0;0;0;
4330;29/06/2024 08:59;L51509;L;3016;3100;15660;303;79;0;0;0;0;0;0;
4331;29/06/2024 09:59;L51510;L;3015;3098;15490;385;81;0;0;0;0;0;0;
4332;29/06/2024 10:59;M19191;M;3016;3099;17460;311;83;0;0;0;0;0;0;
4333;29/06/2024 11:59;M19192;M;3017;3099;14520;415;86;0;0;0;0;0;0;
4334;29/06/2024 12:59;L51513;L;3016;3098;15880;339;89;0;0;0;0;0;0;
4335;29/06/2024 13:59;L51514;L;3016;3098;14720;425;91;0;0;0;0;0;0;
4336;29/06/2024 14:59;L51515;L;3017;3099;16070;377;93;0;0;0;0;0;0;
4337;29/06/2024 15:59;H33750;H;3016;3099;14230;536;95;0;0;0;0;0;0;
4338;29/06/2024 16:59;L51517;L;3016;3099;14400;434;100;0;0;0;0;0;0;
4339;29/06/2024 17:59;L51518;L;3016;3099;13970;437;102;0;0;0;0;0;0;
4340;29/06/2024 18:59;L51519;L;3017;3099;15240;466;104;0;0;0;0;0;0;
4341;29/06/2024 19:59;M19200;M;3017;3099;15330;409;106;0;0;0;0;0;0;
4342;29/06/2024 20:59;L51521;L;3017;3098;13980;;109;0;0;0;0;0;0;
4343;29/06/2024 21:59;M19202;M;3017;3098;12840;682;111;1;0;10;10;0;0;
4344;29/06/2024 22:59;L51523;low;3017;3098;14910;393;114;0;0;0;0;0;0;
4345;29/06/2024 23:59;H33758;H;3018;3099;14180;513;116;0;0;0;0;0;0;
4346;30/06/2024 00:59;M19205;M;3018;3098;15460;398;121;0;0;;0;0;0;
4347;30/06/2024 01:59;L51526;L;3018;3097;15980;304;124;0;0;0;0;0;0;
4348;30/06/2024 02:59;H33761;H;3019;3098;17240;275;126;0;0;0;0;0;0;
4349;30/06/2024 03:59;L51528;L;3019;3098;15070;447;131;0;0;0;0;0;0;
4350;30/06/2024 04:59;L51529;low;3019;3097;15950;314;133;0;0;0;0;0;0;
4351;30/06/2024 05:59;M19210;M;3019;3097;15680;375;135;0;0;0;0;0;0;
4352;30/06/2024 06:59;L51531;L;3018;3096;14320;437;138;0;0;0;0;0;0;
4353;30/06/2024 07:59;L51532;L;3019;3097;14240;428;140;0;0;0;0;0;0;
4354;30/06/2024 08:59;M19213;M;3020;3097;13860;627;142;1;0;0;10;0;0;
4355;30/06/2024 09:59;L51534;L;3020;3098;14560;581;145;0;0;0;0;0;0;
4356;30/06/2024 10:59;H33769;H;3020;3098;12800;573;147;1;0;10;0;0;0;
4357;30/06/2024 11:59;L51536;low;3020;3098;16490;310;152;0;0;0;0;0;0;
4358;30/06/2024 12:59;L51537;L;3020;3099;14070;528;154;0;0;0;0;0;0;
4359;30/06/2024 13:59;H33772;H;3020;3099;16060;345;156;0;0;0;0;0;0;
4360;30/06/2024 14:59;M19219;M;3021;3100;15310;380;161;0;;0;0;0;0;
4361;30/06/2024 15:59;L51540;L;3021;3101;15430;358;164;0;0;0;0;0;0;
4362;30/06/2024 16:59;M19221;M;3021;3101;13790;482;166;1;0;10;0;0;0;
4363;30/06/2024 17:59;L51542;L;3021;3101;14470;466;169;0;0;0;0;0;0;
4364;30/06/2024 18:59;H33777;H;3021;3101;18440;246;171;0;0;0;0;0;0;
4365;30/06/2024 19:59;H33778;H;3021;3101;16150;299;176;0;0;0;0;0;0;
4366;30/06/2024 20:59;L51545;L;3020;3100;14490;488;181;0;0;0;0;0;0;Verificar vibração
4367;30/06/2024 21:59;L51546;low;3020;3099;13880;514;183;0;0;0;0;0;0;
4368;30/06/2024 22:59;H33781;H;3020;3099;14470;428;185;0;0;0;0;0;0;
4369;30/06/2024 23:59;L51548;L;3020;3100;16640;286;190;0;0;0;0;0;0;Verificar vibração
4370;01/07/2024 00:59;H33783;H;3020;3099;17350;272;192;0;0;0;0;0;0;
4371;01/07/2024 01:59;L51550;L;3020;3099;13080;576;197;1;0;10;0;1;0;
4372;01/07/2024 02:59;L51551;L;3020;3098;14800;400;199;0;0;0;0;0;0;
4373;01/07/2024 03:59;M19232;M;3019;3096;14390;417;201;0;0;0;0;0;0;Verificar vibração
4374;01/07/2024 04:59;M19233;M;3019;3097;15330;359;204;0;0;0;0;0;0;
4375;01/07/2024 05:59;L51554;L;3020;3097;15510;348;207;0;0;0;0;0;0;
4376;01/07/2024 06:59;L51555;L;3020;3097;14140;363;209;0;0;0;0;0;0;
4377;01/07/2024 07:59;M19236;M;3019;3096;15510;346;211;0;0;0;0;0;0;
4378;01/07/2024 08:59;M19237;M;3018;3096;14360;490;214;0;0;0;0;0;0;
4379;01/07/2024 09:59;M19238;M;3019;3096;13850;458;217;0;0;0;0;0;0;Verificar vibração
4380;01/07/2024 10:59;M19239;M;3018;3095;17320;301;220;0;0;0;0;0;0;
4381;01/07/2024 11:59;L51560;L;3019;3096;14100;490;223;0;0;0;0;0;0;
4382;01/07/2024 12:59;L51561;L;3019;3096;14460;432;225;0;0;0;0;0;0;
4383;01/07/2024 13:59;L51562;L;3018;3095;15250;396;227;0;0;0;0;0;0;
4384;01/07/2024 14:59;L51563;low;3017;3095;12980;655;229;1;0;10;0;1;0;
4385;01/07/2024 15:59;L51564;L;3018;3096;14430;427;231;0;;0;0;0;0;
4386;01/07/2024 16:59;L51565;L;3018;3097;14420;453;233;1;10;0;0;0;0;
4387;01/07/2024 17:59;L51566;low;3019;3097;17190;319;0;0;0;0;0;0;0;
4388;01/07/2024 18:59;L51567;low;3020;3098;15320;;2;0;0;0;0;0;0;
4389;01/07/2024 19:59;L51568;L;3020;3098;17010;272;4;0;0;0;0;0;0;
4390;01/07/2024 20:59;M19249;M;3021;3100;13550;;6;1;0;10;0;0;0;
4391;01/07/2024 21:59;M19250;M;3022;3101;14210;454;9;0;;0;0;0;0;
4392;01/07/2024 22:59;M19251;M;3022;3101;13680;516;12;1;0;10;0;0;0;
4393;01/07/2024 23:59;L51572;L;3022;3101;14580;451;15;0;0;0;0;0;0;
4394;02/07/2024 00:59;M19253;M;3022;3101;15720;;17;0;0;0;0;0;0;
4395;02/07/2024 01:59;L51574;L;3022;3565;14830;487;20;0;0;0;0;0;0;
4396;02/07/2024 02:59;L51575;L;3023;3101;15130;404;22;0;0;0;0;0;0;Verificar vibração
4397;02/07/2024 03:59;H33810;H;3023;3101;13830;429;24;0;0;0;0;0;0;
4398;02/07/2024 04:59;L51577;L;3024;3102;15390;377;29;0;0;0;0;0;0;
4399;02/07/2024 05:59;M19258;M;3023;3101;15630;378;31;0;0;0;0;0;0;
4400;02/07/2024 06:59;L51579;L;3023;3101;16530;297;34;0;0;0;0;0;0;
4401;02/07/2024 07:59;L51580;L;3023;3101;13530;509;36;1;0;10;0;0;0;
4402;02/07/2024 08:59;H33815;H;3022;3100;14680;436;38;0;0;0;0;0;0;
4403;02/07/2024 09:59;H33816;H;3023;3102;15060;338;43;0;0;0;0;0;0;
4404;02/07/2024 10:59;L51583;L;3023;3101;13880;499;48;0;0;0;0;0;0;
4405;02/07/2024 11:59;M19264;M;3024;3102;14850;459;50;0;0;0;0;0;0;
4406;02/07/2024 12:59;L51585;L;3024;3102;13310;455;53;1;0;10;0;0;0;
4407;02/07/2024 13:59;L51586;L;3025;3103;13260;585;55;1;0;10;;0;0;
4408;02/07/2024 14:59;L51587;L;3023;3102;13940;554;57;0;0;0;0;0;0;
4409;02/07/2024 15:59;L51588;L;3024;3101;20090;189;59;0;0;0;0;0;0;
4410;02/07/2024 16:59;M19269;M;3024;3101;13580;546;61;1;0;10;0;0;0;
4411;02/07/2024 17:59;L51590;L;3025;3102;15860;322;64;0;0;0;0;0;0;
4412;02/07/2024 18:59;L51591;L;3025;3103;16880;;66;0;0;0;0;0;0;
4413;02/07/2024 19:59;L51592;L;3026;3105;14500;432;68;0;;0;0;0;0;
4414;02/07/2024 20:59;M19273;M;3027;3105;13980;473;70;0;0;0;0;0;0;
4415;02/07/2024 21:59;L51594;L;3027;3105;15200;393;73;0;0;0;0;0;0;
4416;02/07/2024 22:59;L51595;L;3026;3104;15140;427;75;0;0;0;0;0;0;
